Entry;Pos;Label
competency;noun;positive

competitive;adj;positive

competitive;noun;positive

competitiveness;anypos;positive

complacent;adj;negative

complacent;noun;negative

complain;verb;negative

complaining;adj;negative

complaining;noun;negative

complaint;noun;negative

complaints;adj;negative

complaints;noun;negative

complement;noun;positive

complement;verb;positive

complete;adj;neutral

completely;adverb;neutral

complex;adj;negative

compliant;adj;positive

compliant;noun;positive

complicate;verb;negative

complicated;adj;negative

complication;noun;negative

complicit;adj;negative

compliment;verb;positive

complimentary;anypos;positive

comprehend;verb;neutral

comprehensive;adj;positive

compromise;adj;positive

compromise;noun;positive

compromise;verb;positive

compromises;adj;positive

compromises;noun;positive

compulsion;noun;negative

compulsive;adj;negative

compulsory;adj;negative

comrades;adj;positive

comrades;noun;positive

concede;verb;negative

conceit;noun;negative

conceited;adj;negative

conceivable;adj;positive

conceivable;noun;positive

concern;adj;negative

concern;noun;negative

concern;verb;negative

concerned;anypos;negative

concerning;adj;neutral

concerning;noun;neutral

concerns;adj;negative

concerns;noun;negative

concerted;adj;neutral

concession;adj;negative

concession;noun;negative

concessions;adj;negative

concessions;noun;negative

conciliate;verb;positive

conciliatory;adj;positive

conclusive;adj;positive

concrete;adj;positive

concur;verb;positive

condescend;verb;negative

condescending;adj;negative

condescendingly;adverb;negative

condescension;noun;negative

condemn;anypos;negative

condemn;verb;negative

condemnable;adj;negative

condemnation;noun;negative

condolence;noun;negative

condolences;adj;negative

condolences;noun;negative

condone;verb;positive

conducive;adj;positive

conducive;noun;positive

confer;verb;positive

confess;verb;negative

confession;noun;negative

confessions;adj;negative

confessions;noun;negative

confide;verb;neutral

confidence;adj;positive

confidence;noun;positive

confident;adj;positive

conflict;adj;negative

conflict;noun;negative

confound;anypos;negative

confound;verb;negative

confounded;anypos;negative

confounding;anypos;negative

confront;verb;negative

confrontation;adj;negative

confrontation;noun;negative

confrontational;adj;negative

confuse;verb;negative

confused;anypos;negative

confusing;adj;negative

confusing;anypos;negative

confusion;adj;negative

confusion;noun;negative

confute;verb;positive

congenial;adj;positive

congested;adj;negative

congestion;noun;negative

congratulate;verb;positive

congratulations;adj;positive

congratulations;noun;positive

congratulatory;anypos;positive

conjecture;verb;neutral

conquer;verb;positive

conscience;adj;neutral

conscience;noun;positive

conscientious;adj;positive

consciousness;adj;neutral

consciousness;noun;neutral

consensus;noun;positive

consent;verb;positive

consequently;anypos;neutral

consider;verb;neutral

considerable;adj;neutral

considerably;anypos;neutral

considerate;adj;positive

consideration;adj;neutral

consideration;noun;neutral

consistent;adj;positive

console;verb;positive

conspicuous;adj;negative

conspicuous;noun;negative

conspicuously;anypos;negative

conspiracies;adj;negative

conspiracies;noun;negative

conspiracy;adj;negative

conspiracy;noun;negative

conspirator;adj;negative

conspirator;noun;negative

conspiratorial;anypos;negative

conspire;verb;negative

constancy;noun;positive

consternation;noun;negative

constitutions;adj;neutral

constitutions;noun;neutral

constrain;verb;negative

constraint;noun;negative

constructive;adj;positive

constructive;adj;positive

constructive;noun;positive

consume;verb;negative

consummate;adj;positive

contagious;adj;negative

contaminate;verb;negative

contamination;noun;negative

contemplate;verb;neutral

contempt;noun;negative

contemptible;adj;negative

contemptuous;adj;negative

contemptuously;anypos;negative

contend;verb;negative

content;adj;positive

content;verb;positive

contention;noun;negative

contentment;noun;positive

contentious;adj;negative

contentious;noun;negative

continuity;noun;positive

continuous;adj;neutral

contort;verb;negative

contortions;adj;negative

contortions;noun;negative

contradict;verb;negative

contradiction;noun;negative

contradictory;adj;negative

contrariness;anypos;negative

contrary;adj;negative

contravene;verb;negative

contribution;adj;positive

contribution;noun;positive

contrive;verb;negative

contrived;anypos;negative

controversial;adj;negative

controversial;noun;negative

controversy;adj;negative

controversy;noun;negative

convenient;adj;positive

convenient;anypos;positive

conveniently;anypos;positive

conviction;adj;positive

conviction;noun;positive

convince;verb;positive

convincing;adj;positive

convincing;noun;positive

convincingly;anypos;positive

convoluted;adj;negative

cooperate;verb;positive

cooperation;adj;positive

cooperation;noun;positive

cooperative;adj;positive

cooperatively;adverb;positive

coping;adj;negative

coping;noun;negative

cordial;adj;positive

cornerstone;adj;positive

cornerstone;noun;positive

correct;adj;positive

correct;anypos;positive

corrective;adj;neutral

correctly;anypos;positive

corrode;verb;negative

corrosion;noun;negative

corrosive;adj;negative

corrupt;adj;negative

corrupt;verb;negative

corruption;noun;negative

cost-effective;adj;positive

cost-saving;adj;positive

costly;adj;negative

could;anypos;neutral

counterproductive;adj;negative

coupists;adj;negative

coupists;noun;negative

courage;adj;positive

courage;noun;positive

courageous;adj;positive

courageously;anypos;positive

courageousness;noun;positive

court;verb;positive

courteous;adj;positive

courtesy;noun;positive

courtly;adj;positive

covenant;noun;positive

covert;adj;neutral

covet;verb;both

coveting;adj;both

covetingly;anypos;both

covetous;adj;negative

covetous;anypos;negative

covetously;anypos;both

cow;verb;negative

coward;noun;negative

cowardly;anypos;negative

cozy;adj;positive

crackdown;adj;negative

crackdown;noun;negative

crafty;adj;negative

cramped;adj;negative

cranky;adj;negative

crass;adj;negative

crave;verb;positive

craven;anypos;negative

cravenly;anypos;negative

craving;noun;positive

craze;noun;negative

crazily;anypos;negative

craziness;noun;negative

crazy;anypos;negative

creative;adj;positive

credence;adj;positive

credence;noun;positive

credible;adj;positive

credulous;adj;negative

crime;noun;negative

criminal;noun;negative

cringe;verb;negative

cripple;verb;negative

crippling;adj;negative

crisis;adj;negative

crisis;noun;negative

crisp;adj;positive

critic;noun;negative

critical;anypos;negative

criticism;adj;negative

criticism;noun;negative

criticisms;adj;negative

criticisms;noun;negative

criticize;verb;negative

critics;adj;negative

critics;noun;negative

crook;noun;negative

crooked;adj;negative

cross;adj;negative

crowded;adj;negative

crude;adj;negative

cruel;adj;negative

cruelties;noun;negative

cruelty;noun;negative

crumble;verb;negative

crumple;verb;negative

crusade;adj;positive

crusade;noun;positive

crusader;noun;positive

crush;verb;negative

crushing;adj;negative

cry;verb;negative

culpable;adj;negative

cuplrit;noun;negative

cumbersome;adj;negative

cure-all;adj;positive

cure-all;noun;positive

curious;anypos;positive

curiously;anypos;positive

curse;noun;negative

curse;verb;negative

cursed;adj;negative

cursed;anypos;negative

curses;noun;negative

cursory;adj;negative

curt;adj;negative

cuss;verb;negative

cut;verb;negative

cute;adj;positive

cutthroat;adj;negative

cynical;adj;negative

cynicism;noun;negative

damage;noun;negative

damage;verb;negative

damaging;adj;negative

damn;adj;negative

damn;noun;negative

damn;verb;negative

damnable;anypos;negative

damnably;anypos;negative

damnation;anypos;negative

damned;anypos;negative

damning;anypos;negative

dance;noun;positive

dance;verb;positive

danger;adj;negative

danger;noun;negative

dangerous;adj;negative

dangerousness;adj;negative

dangerousness;noun;negative

dangle;verb;negative

dare;verb;positive

daring;anypos;positive

daringly;anypos;positive

dark;adj;negative

darken;verb;negative

darkness;noun;negative

darling;anypos;positive

darn;anypos;negative

dash;verb;negative

dashing;adj;positive

dastard;noun;negative

dastardly;anypos;negative

daunt;verb;negative

daunting;anypos;negative

dauntingly;anypos;negative

dauntless;adj;positive

dawdle;verb;negative

dawn;verb;positive

daydream;verb;positive

daydreamer;anypos;positive

daze;verb;negative

dazed;adj;negative

dazzle;verb;positive

dazzled;adj;positive

dazzling;anypos;positive

dead;adj;negative

deadbeat;adj;negative

deadlock;noun;negative

deadlock;verb;negative

deadly;adj;negative

deadweight;adj;negative

deaf;adj;negative

deal;noun;positive

dear;adj;positive

dearth;noun;negative

death;noun;negative

debacle;noun;negative

debase;verb;negative

debasement;noun;negative

debaser;noun;negative

debatable;anypos;negative

debate;verb;negative

debauch;verb;negative

debaucher;noun;negative

debauchery;noun;negative

debilitate;verb;negative

debilitating;adj;negative

debility;noun;negative

decadence;noun;negative

decadent;adj;negative

decay;noun;negative

decay;verb;negative

decayed;anypos;negative

deceit;noun;negative

deceitful;anypos;negative

deceitfully;anypos;negative

deceitfulness;anypos;negative

deceiving;adj;negative

deceive;verb;negative

deceiver;noun;negative

deceivers;noun;negative

decent;adj;positive

decency;noun;positive

deception;adj;negative

deception;noun;negative

deceptive;adj;negative

deceptive;noun;negative

deceptively;anypos;negative

decide;verb;neutral

decisive;adj;positive

decisiveness;adj;positive

decisiveness;noun;positive

declaim;verb;negative

decline;noun;negative

decline;verb;negative

declining;adj;negative

decrease;noun;negative

decrease;verb;negative

decreasing;adj;negative

decrement;noun;negative

decrepit;adj;negative

decrepitude;noun;negative

decry;verb;negative

dedicated;adj;positive

deduce;verb;neutral

deep;adj;neutral

deep;noun;negative

deeply;anypos;neutral

deepening;adj;negative

deepening;noun;negative

defamation;noun;negative

defamations;noun;negative

defamatory;anypos;negative

defame;verb;negative

defeat;noun;negative

defeat;verb;negative

defect;noun;negative

defective;adj;negative

defend;verb;positive

defender;adj;positive

defender;noun;positive

defensive;adj;negative

deference;noun;positive

defense;noun;positive

defiance;adj;negative

defiance;noun;negative

defiant;adj;negative

defiantly;anypos;negative

deficiency;noun;negative

deficient;adj;negative

defile;verb;negative

defiler;noun;negative

definite;adj;positive

definitely;anypos;positive

definitive;adj;positive

definitive;noun;positive

definitively;anypos;positive

deflationary;adj;positive

deform;verb;negative

deformed;adj;negative

defrauding;adj;negative

defrauding;noun;negative

deft;adj;positive

defunct;adj;negative

defy;verb;negative

degenerate;adj;negative

degenerate;verb;negative

degenerately;anypos;negative

degeneration;noun;negative

degradation;noun;negative

degrade;verb;negative

degrading;adj;negative

degradingly;anypos;negative

dehumanization;noun;negative

dehumanize;verb;negative

deign;verb;negative

deject;verb;negative

dejected;adj;negative

dejectedly;adj;negative

dejection;noun;negative

delectable;adj;positive

delicacy;noun;positive

delicate;adj;positive

delicious;adj;positive

delight;noun;positive

delight;verb;positive

delighted;adj;positive

delightful;adj;positive

delightful;anypos;positive

delightfully;anypos;positive

delightfulness;noun;positive

delinquency;noun;negative

delinquent;adj;negative

delirious;adj;negative

delirium;noun;negative

delude;verb;negative

deluded;adj;negative

deluge;noun;negative

delusion;adj;negative

delusion;noun;negative

delusional;adj;negative

delusional;anypos;negative

delusions;adj;negative

delusions;noun;negative

demand;adj;both

demand;noun;both

demand;verb;both

demands;adj;both

demands;noun;both

demean;verb;negative

demeaning;adj;negative

demise;noun;negative

democratic;adj;positive

demolish;verb;negative

demolisher;noun;negative

demon;noun;negative

demonic;adj;negative

demonize;anypos;negative

demonize;verb;negative

demoralize;verb;negative

demoralizing;anypos;negative

demoralizingly;anypos;negative

demystify;verb;positive

denial;noun;negative

denigrate;verb;negative

deny;verb;negative

denounce;verb;negative

denunciate;verb;negative

denunciation;noun;negative

denunciations;noun;negative

dependable;adj;positive

dependent;adj;neutral

dependent;noun;neutral

deplete;verb;negative

deplorable;adj;negative

deplorable;anypos;negative

deplorably;anypos;negative

deplore;verb;negative

deploring;adj;negative

deploringly;anypos;negative

deprave;verb;negative

depraved;adj;negative

depravedly;anypos;negative

deprecate;verb;negative

depress;verb;negative

depressed;adj;negative

depressing;adj;negative

depressing;anypos;negative

depressingly;anypos;negative

depression;adj;negative

depression;noun;negative

deprive;verb;negative

deprived;adj;negative

deride;verb;negative

derision;noun;negative

derisive;anypos;negative

derisively;anypos;negative

derisiveness;anypos;negative

derogatory;adj;negative

desecrate;verb;negative

deserve;verb;positive

deserved;adj;positive

deservedly;adverb;positive

deserving;adj;positive

desert;verb;negative

desertion;noun;negative

desiccate;verb;negative

desiccated;adj;negative

desirable;adj;positive

desire;adj;positive

desire;noun;positive

desire;verb;positive

desirous;anypos;positive

desolate;adj;negative

desolately;anypos;negative

desolation;noun;negative

despair;noun;negative

despair;verb;negative

despairing;adj;negative

despairingly;anypos;negative

desperate;adj;negative

desperately;anypos;negative

desperation;noun;negative

despicable;adj;negative

despicably;anypos;negative

despise;verb;negative

despised;adj;negative

despised;anypos;negative

despite;anypos;negative

despoil;verb;negative

despoiler;noun;negative

despondence;noun;negative

despondency;noun;negative

despondent;adj;negative

despondently;anypos;negative

despot;noun;negative

despotic;adj;negative

despotism;adj;negative

despotism;noun;negative

destabilisation;adj;negative

destabilisation;noun;negative

destine;verb;positive

destined;adj;positive

destinies;adj;positive

destinies;noun;positive

destiny;noun;positive

destiny;adj;neutral

destiny;noun;neutral

destitute;adj;negative

destitution;noun;negative

destroy;verb;negative

destroyer;adj;negative

destroyer;noun;negative

destruction;noun;negative

destructive;adj;negative

desultory;adj;negative

deter;verb;negative

deteriorate;adj;negative

deteriorating;adj;negative

deteriorating;noun;negative

deterioration;noun;negative

determination;adj;positive

determination;noun;positive

deterrent;anypos;negative

detest;verb;negative

detestable;anypos;negative

detestably;anypos;negative

detract;verb;negative

detraction;noun;negative

detriment;noun;negative

detrimental;adj;negative

devastate;anypos;negative

devastated;anypos;negative

devastating;anypos;negative

devastatingly;anypos;negative

devastation;noun;negative

deviate;adj;negative

deviate;noun;negative

deviate;verb;negative

deviation;noun;negative

devil;noun;negative

devilish;adj;negative

devilishly;anypos;negative

devilment;noun;negative

devilry;noun;negative

devious;anypos;negative

deviously;anypos;negative
